month,address,is_warning,reason,coords
4,Hiekkajaalanranta 3,0,0905,60.2001189 25.1442863
4,Hiekkalaiturintie 17,0,0900,60.2006558 25.1451106
4,Hiekkalaiturintie 13,0,0905,60.2009079 25.1447837
4,Hiekkalaiturintie 9,0,0900,60.2013308 25.1440831
4,Kalkkihiekantori (tori tai aukio) 0,0,1600,60.1993501 25.1404816
4,Kalkkihiekantie 3,0,1503,60.2013023 25.1419897
4,Pohjavedenkatu 2,1,0401 2200,60.2056034 25.1359552
4,Kaivonkatsojantie 3,0,0905,60.2045922 25.1357695
4,Vedenottamontie 12,0,0400,60.2032491 25.1395408
4,Vedenottamontie 12,0,0401,60.2032491 25.1395408
4,Vedenottamontie 8,1,1501,60.2039558 25.1391689
4,Kalkkihiekantori (tori tai aukio) 0 ,0,1700,60.1993501 25.1404816
4,Iiluodontie 6,0,1504,60.2050575 25.1453867
4,Iiluodontie 6,0,1504,60.2050575 25.1453867
4,Iiluodontie 6,0,1504,60.2050575 25.1453867
4,Kalkkihiekantie 3,0,1505,60.2013023 25.1419897
4,Vedenottamontie 12,0,0400,60.2032491 25.1395408
4,Leikosaarenraitti 0,0,1503,60.2025550 25.1427881
4,Vedenottamontie 12,0,0401,60.2032491 25.1395408
4,Vedenottamontie 9,0,0401,60.2039108 25.1388194
4,Vedenottamontie 8,0,0401,60.2039558 25.1391689
4,Hiekkajaalanranta 5,0,2301,60.1998618 25.1431799
4,Hiekkajaalanranta 5,0,0905,60.1998618 25.1431799
4,Hiekkajaalanranta 1,0,2301,60.2001274 25.1452679
4,Kalkkihiekantie 1,0,1500,60.2015046 25.1420210
4,Vedenottamonpolku 2,0,1503,60.2026889 25.1398950
4,Vedenottamontie 14,1,0400,60.2032759 25.1397466
4,Vedenottamontie 12,0,0401,60.2032491 25.1395408
4,Vedenottamontie 10,0,0400,60.2036026 25.1393550
4,Kalkkihiekantori (tori tai aukio) 0 ,0,1700,60.1993501 25.1404816
4,Kalkkihiekantie 1,0,1500,60.2015046 25.1420210
4,Kalkkihiekantie 3,0,2301,60.2013023 25.1419897
4,Hiekkajaalanranta 2,0,0905,60.1998969 25.1434490
4,Havukuja 2,0,1500,62.5783677 29.7923041
4,Havukuja 2,0,0905,62.5783677 29.7923041
4,Havukuja 2,0,0905,62.5783677 29.7923041
4,Kaivonkatsojantie 11,0,1500,60.2034121 25.1364499
4,Havukuja 1,0,0905,62.7767796 22.8558842
4,Havukuja 1,0,0905,62.7767796 22.8558842
4,Hiekkalaiturintie 3,0,1501,60.2026910 25.1424330
4,Hiekkalaiturintie 7,0,2301,60.2018743 25.1435306
4,Hiekkalaiturintie 17,0,0905,60.2006558 25.1451106
4,Hiekkajaalanranta 3,0,0905,60.2001189 25.1442863
4,Hiekkajaalanranta 3,0,0905,60.2001189 25.1442863
4,Hiekkajaalanranta 5,0,0905,60.1998618 25.1431799
4,Kalkkihiekantie 10,0,0905,60.2001671 25.1416823
4,Hiekkalaiturintie 4,0,0905,60.2027442 25.1429532
4,Kalkkihiekantie 1,0,1500,60.2015046 25.1420210
4,Kaivonkatsojantie 13,0,1500,60.2027661 25.1360333
4,Hiekkalaiturinraitti 10,0,1501,60.2006004 25.1411334
4,Havukuja 2,0,1501,62.5783677 29.7923041
4,Kalkkihiekantie 10,0,0905,60.2001671 25.1416823
