month,is_warning,reason,occurrence,year,lat,lng
1,0,0101,2,2019,60.1718341,24.9455609
1,0,0101,1,2019,60.1722460,24.9256644
1,0,0101,1,2019,60.1723511,24.9303222
1,0,0101,1,2019,60.1724244,24.9262215
1,0,0101,2,2019,60.1724300,24.9380116
1,0,0101,2,2019,60.1727901,24.9288803
1,0,0101,1,2019,60.1729669,24.9442647
1,0,0101,1,2019,60.1731422,24.9297636
1,0,0101,1,2019,60.1750425,24.9432986
1,0,0101,1,2019,60.1753654,24.9122484
1,0,0101,5,2019,60.1762562,24.9304833
1,0,0101,1,2019,60.1766425,24.9231516
1,0,0101,2,2019,60.1773171,24.9515352
1,0,0101,1,2019,60.1784214,24.9224497
1,0,0101,1,2019,60.1813153,24.9257337
1,0,0101,2,2019,60.1827941,24.9241052
1,0,0101,2,2019,60.1830456,24.9591477
1,0,0101,1,2019,60.1839618,24.9175315
1,0,0101,1,2019,60.1847137,24.9173327
1,0,0101,1,2019,60.1852207,24.9177524
1,0,0101,1,2019,60.1857213,24.9615770
1,0,0101,1,2019,60.1868304,24.9577739
1,0,0101,2,2019,60.1868479,24.9533897
1,0,0101,1,2019,60.1868633,24.9584488
1,0,0101,1,2019,60.1869886,24.9617674
1,0,0101,1,2019,60.1870599,24.9589635
1,0,0101,1,2019,60.1871748,24.9529816
1,0,0101,1,2019,60.1877157,24.9125528
1,0,0101,1,2019,60.1890403,24.9643320
1,0,0101,2,2019,60.1895054,24.9721290
1,0,0101,5,2019,60.1898885,24.9712998
1,0,0101,1,2019,60.1901957,24.9526146
1,0,0101,3,2019,60.1909804,24.9535512
1,0,0101,2,2019,60.1911153,24.9539366
1,0,0101,1,2019,60.1920845,24.9096494
1,0,0101,1,2019,60.1947111,24.9473657
1,0,0101,1,2019,60.1950552,24.9551589
1,0,0101,1,2019,60.1967014,24.8950377
1,0,0101,1,2019,60.1982613,24.9391326
1,0,0101,1,2019,60.1992647,24.9415069
1,0,0101,1,2019,60.2009906,25.0588681
1,0,0101,1,2019,60.2033653,24.9691164
1,0,0101,1,2019,60.2037884,25.0326141
1,0,0101,1,2019,60.2106764,25.0786672
1,0,0101,1,2019,60.2131913,24.9421968
1,0,0101,1,2019,60.2159514,24.8888183
1,0,0101,1,2019,60.2242915,24.8591531
1,0,0101,1,2019,60.2257264,25.0751654
1,0,0101,5,2019,60.2293540,24.8956856
1,0,0101,1,2019,60.2294525,24.8967009
1,0,0101,6,2019,60.2338594,25.0113831
1,0,0101,1,2019,60.2393901,24.8753937
1,0,0101,1,2019,60.2519325,25.0106193
1,0,0101,1,2019,60.4545807,22.2738207
1,0,0101,1,2019,60.8000737,21.4342260
1,0,0101,3,2019,60.8005254,21.4339599
1,0,0101,11,2019,60.9948475,24.4650437
1,0,0101,1,2019,61.2080366,28.7789076
1,0,0101,2,2019,61.4577040,23.8453938
1,0,0101,2,2019,61.4879876,21.7986176
1,0,0101,1,2019,61.4885450,21.7988939
1,0,0101,3,2019,61.5054983,23.8256046
1,0,0101,6,2019,64.2233112,27.6660514
1,0,0101 0702,1,2019,60.1667344,24.9408130
1,0,0101 0702,1,2019,64.2233112,27.6660514
1,0,0101 1304,1,2019,60.1906893,24.9484062
1,0,0101 1501,1,2019,60.1628360,24.9350820
1,0,0101 1501,1,2019,60.1676664,24.9238139
1,0,0101 1501,1,2019,60.1868633,24.9584488
1,0,0101 1504,1,2019,60.1639994,24.9442525
1,0,0101 1504,1,2019,60.1753777,24.9224273
1,0,0101 1504,1,2019,60.1868633,24.9584488
1,0,0101 1504 2002,1,2019,60.2338594,25.0113831
1,0,0101 1803,1,2019,60.1670450,24.9421433
1,0,0101 1901,2,2019,64.2233112,27.6660514
1,0,0101 1903,1,2019,60.1628080,24.9362653
1,0,0101 2002,1,2019,60.1667293,24.9295164
1,0,0101 2200,3,2019,60.1667344,24.9408130
1,0,0101 2200,2,2019,60.1710695,24.9274175
1,0,0101 2200,1,2019,60.1751713,24.9249302
1,0,0101 2200,1,2019,60.1851865,24.9172643
1,0,0101 2200,1,2019,60.1852207,24.9177524
1,0,0101 2200,1,2019,64.2233112,27.6660514
1,0,0102,1,2019,60.1587250,24.9543746
1,0,0102,3,2019,60.1636441,24.9453173
1,0,0102,1,2019,60.1647050,24.9443959
1,0,0102,2,2019,60.1649511,24.9382808
1,0,0102,2,2019,60.1652938,24.9387420
1,0,0102,3,2019,60.1653409,24.9422434
1,0,0102,1,2019,60.1655745,24.9500994
1,0,0102,1,2019,60.1655954,24.9509143
1,0,0102,2,2019,60.1657746,24.9508958
1,0,0102,1,2019,60.1658436,24.9494852
1,0,0102,5,2019,60.1658557,24.9514763
1,0,0102,5,2019,60.1659012,24.9287236
1,0,0102,3,2019,60.1661508,24.9648117
1,0,0102,1,2019,60.1663581,24.9381671
1,0,0102,1,2019,60.1665039,24.9427177
1,0,0102,3,2019,60.1665411,24.9382401
1,0,0102,1,2019,60.1668167,24.9496904
1,0,0102,12,2019,60.1671675,24.9639545
1,0,0102,6,2019,60.1672373,24.9314768
1,0,0102,1,2019,60.1674508,24.9328330
1,0,0102,6,2019,60.1677805,24.9324487
1,0,0102,3,2019,60.1677811,24.9434449
1,0,0102,12,2019,60.1679388,24.9484937
1,0,0102,1,2019,60.1679594,24.9336884
1,0,0102,1,2019,60.1681593,24.9627995
1,0,0102,4,2019,60.1685877,24.9365229
1,0,0102,6,2019,60.1688477,24.9361712
1,0,0102,1,2019,60.1721050,24.9444890
1,0,0102,1,2019,60.1834498,24.9227592
1,0,0102,1,2019,60.1861928,24.9097499
1,0,0102,2,2019,61.4833583,21.7963431
1,0,0102 0103,1,2019,60.1688477,24.9361712
1,0,0102 0702,1,2019,60.1677805,24.9324487
1,0,0102 2001,2,2019,60.1636441,24.9453173
1,0,0102 2200,1,2019,60.1672373,24.9314768
1,0,0103,1,2019,60.1537892,24.9319608
1,0,0103,1,2019,60.1578707,24.9497728
1,0,0103,1,2019,60.1583906,24.9415260
1,0,0103,7,2019,60.1590132,24.9149346
1,0,0103,7,2019,60.1592406,24.9091945
1,0,0103,1,2019,60.1614919,24.9376822
1,0,0103,1,2019,60.1623338,24.9395593
1,0,0103,15,2019,60.1624341,24.9398580
1,0,0103,8,2019,60.1631232,24.9425681
1,0,0103,15,2019,60.1678472,24.9443301
1,0,0103,2,2019,60.1679612,24.9465400
1,0,0103,4,2019,60.1680419,24.9326396
1,0,0103,2,2019,60.1680798,24.9460698
1,0,0103,2,2019,60.1684233,24.9495750
1,0,0103,14,2019,60.1688055,24.9495290
1,0,0103,1,2019,60.1688207,24.9322848
1,0,0103,5,2019,60.1688477,24.9361712
1,0,0103,5,2019,60.1694509,24.9495854
1,0,0103,4,2019,60.1722451,24.9472958
1,0,0103,2,2019,60.1786086,24.9243291
1,0,0103,1,2019,60.1868479,24.9533897
1,0,0103,1,2019,60.1938720,24.9519218
1,0,0103,3,2019,60.1980069,24.8992252
1,0,0103,1,2019,60.2044867,24.9256116
1,0,0103,7,2019,60.2519325,25.0106193
1,0,0103 1901,1,2019,60.1678472,24.9443301
1,0,0103 2101,1,2019,60.1678472,24.9443301
1,0,0105,21,2019,60.1721419,24.9454551
1,0,0105,3,2019,60.1721707,24.9464227
1,0,0112,3,2019,60.0700742,23.6603747
1,0,0112,11,2019,60.1561417,24.9460251
1,0,0112,6,2019,60.1573790,24.9492166
1,0,0112,1,2019,60.1576786,24.9350711
1,0,0112,2,2019,60.1604038,24.9463528
1,0,0112,3,2019,60.1640182,24.9232741
1,0,0112,2,2019,60.1670184,24.9364842
1,0,0112,1,2019,60.1673903,24.9399340
1,0,0112,1,2019,60.1674508,24.9328330
1,0,0112,1,2019,60.1675468,24.9337408
1,0,0112,1,2019,60.1675517,24.9344457
1,0,0112,1,2019,60.1677041,24.9335307
1,0,0112,1,2019,60.1689605,24.9518077
1,0,0112,3,2019,60.1698256,24.9273483
1,0,0112,4,2019,60.1716170,24.9266698
1,0,0112,7,2019,60.1731509,24.9565632
1,0,0112,2,2019,60.1743610,24.9586415
1,0,0112,6,2019,60.1753814,24.9235817
1,0,0112,4,2019,60.1772681,24.9287004
1,0,0112,2,2019,60.1789781,24.9253360
1,0,0112,1,2019,60.1840138,24.9622350
1,0,0112,1,2019,60.1844307,24.9526990
1,0,0112,8,2019,60.1872692,24.9208296
1,0,0112,3,2019,60.1884747,24.9588095
1,0,0112,2,2019,60.1909360,24.9460980
1,0,0112,1,2019,60.1931681,24.9049365
1,0,0112,3,2019,60.1947293,24.8996993
1,0,0112,2,2019,60.4475274,22.2570666
1,0,0112,24,2019,60.9835321,25.7373126
1,0,0112,3,2019,61.4833583,21.7963431
1,0,0112,7,2019,65.0016753,25.4682925
1,0,0112 2002,1,2019,60.1772681,24.9287004
1,0,0113,1,2019,60.1621840,24.9286840
1,0,0113,1,2019,60.1688207,24.9322848
1,0,0113,1,2019,60.1688477,24.9361712
1,0,0113,1,2019,60.1780016,24.9273565
1,0,0113,1,2019,60.1850153,24.9809968
1,0,0113,2,2019,60.2044867,24.9256116
1,0,0200,1,2019,60.2301235,24.8822775
1,0,0201,1,2019,60.1706280,24.9385545
1,0,0201,1,2019,60.1724194,24.9315626
1,0,0201,1,2019,60.1878499,24.9177462
1,0,0201,3,2019,60.1879657,24.9805172
1,0,0201,1,2019,60.1992500,24.9404200
1,0,0201,6,2019,60.1997248,24.9391670
1,0,0201,1,2019,60.2010326,24.9353717
1,0,0201 1304,1,2019,60.1997248,24.9391670
1,0,0202,1,2019,60.1577421,24.9445677
1,0,0202,1,2019,60.1610932,24.9420342
1,0,0202,1,2019,60.1620782,24.9242587
1,0,0202,13,2019,60.1654930,24.9016020
1,0,0202,3,2019,60.1660898,24.9030574
1,0,0202,6,2019,60.1695345,24.9290979
1,0,0202,1,2019,60.1715689,24.9454892
1,0,0202,2,2019,60.1721712,24.9450043
1,0,0202,10,2019,60.1724394,24.9453355
1,0,0202,2,2019,60.1868510,24.9473893
1,0,0202,1,2019,60.2301235,24.8822775
1,0,0202,1,2019,60.2519325,25.0106193
1,0,0202,1,2019,62.2992391,27.1645326
1,0,0202 2001,1,2019,62.2992391,27.1645326
1,0,0300,5,2019,60.1506088,24.8832795
1,0,0300,1,2019,60.1509666,24.8829137
1,0,0300,2,2019,60.1531407,24.9265708
1,0,0300,1,2019,60.1569396,24.8643488
1,0,0300,3,2019,60.1571112,24.9343816
1,0,0300,1,2019,60.1571660,24.9477868
1,0,0300,1,2019,60.1574646,24.9327461
1,0,0300,1,2019,60.1578149,24.8760605
1,0,0300,3,2019,60.1587168,24.9344861
1,0,0300,1,2019,60.1590125,24.8817719
1,0,0300,1,2019,60.1594844,24.9354008
1,0,0300,1,2019,60.1596290,24.8788729
1,0,0300,1,2019,60.1598808,24.8919095
1,0,0300,2,2019,60.1607892,24.8599809
1,0,0300,1,2019,60.1615151,24.8626082
1,0,0300,4,2019,60.1627881,24.9353421
1,0,0300,6,2019,60.1628933,24.9426808
1,0,0300,2,2019,60.1629322,24.9354623
1,0,0300,1,2019,60.1630055,24.9391690
1,0,0300,1,2019,60.1630790,24.9466614
1,0,0300,1,2019,60.1631292,24.9438592
1,0,0300,1,2019,60.1637108,24.9245374
1,0,0300,1,2019,60.1639232,24.9361833
1,0,0300,1,2019,60.1639281,24.9262838
1,0,0300,2,2019,60.1641007,24.9409617
1,0,0300,1,2019,60.1643767,24.9475218
1,0,0300,1,2019,60.1646053,24.9403127
1,0,0300,1,2019,60.1648324,24.9344564
1,0,0300,1,2019,60.1649186,24.9314083
1,0,0300,1,2019,60.1650069,24.9349736
1,0,0300,1,2019,60.1651990,24.9362018
1,0,0300,2,2019,60.1655734,24.9365439
1,0,0300,1,2019,60.1657780,24.9371319
1,0,0300,1,2019,60.1658855,24.9307309
1,0,0300,1,2019,60.1659128,24.9464783
1,0,0300,1,2019,60.1661508,24.9648117
1,0,0300,1,2019,60.1663148,24.9344809
1,0,0300,1,2019,60.1665012,24.9338288
1,0,0300,2,2019,60.1666876,24.9369437
1,0,0300,1,2019,60.1667344,24.9408130
1,0,0300,1,2019,60.1671150,24.9398358
1,0,0300,1,2019,60.1671283,24.9248207
1,0,0300,2,2019,60.1671531,24.9402204
1,0,0300,5,2019,60.1672373,24.9314768
1,0,0300,1,2019,60.1672691,25.0519711
1,0,0300,1,2019,60.1672932,24.9361105
1,0,0300,6,2019,60.1675245,24.9390754
1,0,0300,3,2019,60.1675468,24.9337408
1,0,0300,1,2019,60.1676535,24.9326979
1,0,0300,2,2019,60.1677306,24.9388564
1,0,0300,2,2019,60.1678826,24.9472221
1,0,0300,2,2019,60.1679388,24.9484937
1,0,0300,1,2019,60.1681390,24.9341387
1,0,0300,1,2019,60.1682970,24.9610839
1,0,0300,1,2019,60.1700210,24.9396071
1,0,0300,1,2019,60.1701757,24.9474497
1,0,0300,2,2019,60.1711839,24.9448931
1,0,0300,3,2019,60.1711860,24.9455321
1,0,0300,1,2019,60.1712045,24.9528812
1,0,0300,1,2019,60.1721050,24.9444890
1,0,0300,1,2019,60.1722692,24.9556765
1,0,0300,2,2019,60.1724513,24.9552271
1,0,0300,2,2019,60.1724516,24.9439061
1,0,0300,1,2019,60.1748808,24.9566890
1,0,0300,1,2019,60.1750425,24.9432986
1,0,0300,1,2019,60.1759229,24.9243352
1,0,0300,1,2019,60.1759478,24.9269848
1,0,0300,1,2019,60.1766425,24.9231516
1,0,0300,1,2019,60.1780153,24.9483667
1,0,0300,1,2019,60.1830456,24.9591477
1,0,0300,1,2019,60.1835989,24.9206291
1,0,0300,1,2019,60.1855180,24.9636187
1,0,0300,1,2019,60.1856540,24.9631193
1,0,0300,1,2019,60.1868633,24.9584488
1,0,0300,3,2019,60.1873868,24.9658294
1,0,0300,1,2019,60.1874297,24.9516726
1,0,0300,1,2019,60.1875042,24.9654577
1,0,0300,2,2019,60.1875898,24.9260882
1,0,0300,1,2019,60.1876639,24.9545767
1,0,0300,1,2019,60.1878322,24.9534357
1,0,0300,2,2019,60.1878544,24.9557014
1,0,0300,1,2019,60.1881129,25.0104123
1,0,0300,1,2019,60.1882084,24.9002144
1,0,0300,1,2019,60.1882550,24.9571468
1,0,0300,1,2019,60.1883091,24.9658675
1,0,0300,1,2019,60.1914844,24.9070356
1,0,0300,1,2019,60.1945580,25.0437380
1,0,0300,1,2019,60.1946381,25.0427518
1,0,0300,1,2019,60.1947556,24.9481977
1,0,0300,1,2019,60.1949650,25.0366765
1,0,0300,1,2019,60.1952864,25.0306034
1,0,0300,1,2019,60.1954084,24.9603099
1,0,0300,1,2019,60.1957495,24.9474077
1,0,0300,5,2019,60.1965737,25.0324126
1,0,0300,1,2019,60.1968373,24.9479290
1,0,0300,2,2019,60.1969231,25.0317988
1,0,0300,6,2019,60.1972821,25.0325720
1,0,0300,1,2019,60.1986087,24.9048686
1,0,0300,3,2019,60.1989676,24.9388139
1,0,0300,4,2019,60.1990459,25.0385258
1,0,0300,1,2019,60.1997248,24.9391670
1,0,0300,2,2019,60.1998198,24.9401852
1,0,0300,1,2019,60.1999215,24.9401162
1,0,0300,1,2019,60.2009334,25.0304451
1,0,0300,1,2019,60.2019874,25.0477838
1,0,0300,1,2019,60.2025721,25.0324040
1,0,0300,2,2019,60.2031734,25.0328592
1,0,0300,1,2019,60.2043490,24.8743998
1,0,0300,1,2019,60.2043659,24.9507602
1,0,0300,1,2019,60.2067109,25.0599748
1,0,0300,1,2019,60.2083049,24.9659793
1,0,0300,1,2019,60.2119681,25.0956999
1,0,0300,1,2019,60.2160754,24.9523366
1,0,0300,1,2019,60.2161889,24.9527357
1,0,0300,1,2019,60.2168681,24.8759943
1,0,0300,1,2019,60.2168839,24.8960515
1,0,0300,1,2019,60.2173726,24.9563640
1,0,0300,1,2019,60.2176478,24.8748873
1,0,0300,2,2019,60.2187601,24.9362287
1,0,0300,1,2019,60.2191477,24.9372885
1,0,0300,1,2019,60.2202710,24.8679631
1,0,0300,28,2019,60.2209689,25.0797902
1,0,0300,3,2019,60.2211789,25.0787185
1,0,0300,3,2019,60.2222908,25.0772404
1,0,0300,1,2019,60.2229194,24.8546835
1,0,0300,2,2019,60.2280320,24.9523101
1,0,0300,1,2019,60.2281445,24.8948947
1,0,0300,1,2019,60.2294525,24.8967009
1,0,0300,3,2019,60.2298740,24.9520551
1,0,0300,1,2019,60.2327680,25.1037733
1,0,0300,1,2019,60.2353420,25.0164344
1,0,0300,1,2019,60.2367402,24.9277047
1,0,0300,1,2019,60.2397721,25.1044424
1,0,0300,2,2019,60.2463913,24.9864561
1,0,0300,1,2019,60.2472148,24.9878877
1,0,0300,1,2019,60.2474786,24.9873477
1,0,0300,1,2019,60.2474846,24.9876009
1,0,0300,1,2019,60.2477964,25.0080632
1,0,0300,1,2019,60.2479640,24.9886323
1,0,0300,1,2019,60.2560179,25.0733757
1,0,0300,1,2019,60.2576034,25.0180661
1,0,0300,1,2019,60.2577817,25.0182338
1,0,0300,1,2019,60.7224995,24.7431567
1,0,0300,4,2019,61.6235330,23.2229535
1,0,0300,1,2019,62.2400085,25.7381743
1,0,0300,1,2019,63.1014677,21.6026881
1,0,0300,1,2019,65.0228286,25.5303313
1,0,0300,1,2019,66.7198883,27.3826551
1,0,0300 0300,1,2019,60.1672373,24.9314768
1,0,0300 0300,1,2019,60.2209689,25.0797902
1,0,0300 0601,1,2019,60.1913358,24.9577074
1,0,0300 1301,1,2019,60.1621368,24.9402599
1,0,0300 1302,1,2019,60.1559383,24.9481197
1,0,0300 1500 2000,2,2019,60.1724516,24.9439061
1,0,0300 1501,1,2019,60.2056204,24.8830385
1,0,0300 1501,1,2019,60.2209689,25.0797902
1,0,0300 1600,1,2019,60.1900101,24.9088149
1,0,0300 1900,1,2019,60.1870354,24.9599723
1,0,0300 2001,1,2019,60.1599101,24.8797033
1,0,0300 2100,1,2019,60.1668591,24.9346779
1,0,0300 2200,1,2019,60.1506088,24.8832795
1,0,0300 2200,1,2019,60.1646053,24.9403127
1,0,0300 2200,1,2019,60.1703202,24.9494934
1,0,0300 2200,1,2019,60.1712601,24.9232730
1,0,0300 2200,1,2019,61.2080366,28.7789076
1,0,0300 2600,1,2019,60.1883091,24.9658675
1,0,0301,1,2019,60.1484675,24.8782173
1,0,0301,1,2019,60.1506088,24.8832795
1,0,0301,7,2019,60.1531407,24.9265708
1,0,0301,1,2019,60.1534043,24.8813547
1,0,0301,1,2019,60.1537162,24.9425121
1,0,0301,1,2019,60.1539589,24.9104940
1,0,0301,4,2019,60.1544853,24.9446779
1,0,0301,2,2019,60.1550933,24.9413676
1,0,0301,2,2019,60.1559768,24.9302254
1,0,0301,1,2019,60.1562507,24.9499617
1,0,0301,1,2019,60.1563726,24.9400225
1,0,0301,3,2019,60.1568952,24.9299995
1,0,0301,4,2019,60.1570555,24.9335567
1,0,0301,8,2019,60.1571112,24.9343816
1,0,0301,2,2019,60.1571660,24.9477868
1,0,0301,2,2019,60.1573107,24.9523611
1,0,0301,6,2019,60.1574646,24.9327461
1,0,0301,1,2019,60.1575416,24.9332070
1,0,0301,2,2019,60.1577026,24.9417413
1,0,0301,7,2019,60.1578612,24.9345876
1,0,0301,2,2019,60.1580020,24.9423624
1,0,0301,1,2019,60.1581930,24.9416407
1,0,0301,1,2019,60.1582206,24.9431569
1,0,0301,7,2019,60.1582916,24.9343614
1,0,0301,1,2019,60.1584048,24.9372457
1,0,0301,1,2019,60.1585120,24.9480400
1,0,0301,8,2019,60.1586824,24.9487978
1,0,0301,2,2019,60.1586976,24.9348757
1,0,0301,37,2019,60.1587168,24.9344861
1,0,0301,1,2019,60.1587250,24.9543746
1,0,0301,1,2019,60.1588449,24.9605008
1,0,0301,3,2019,60.1589892,24.9347182
1,0,0301,8,2019,60.1592041,24.9375878
1,0,0301,1,2019,60.1594147,24.9453803
1,0,0301,3,2019,60.1594844,24.9354008
1,0,0301,12,2019,60.1595733,24.9468220
1,0,0301,2,2019,60.1596290,24.8788729
1,0,0301,1,2019,60.1597432,24.8779572
1,0,0301,2,2019,60.1597810,24.9551601
1,0,0301,1,2019,60.1598808,24.8919095
1,0,0301,24,2019,60.1599931,24.9467429
1,0,0301,1,2019,60.1602556,24.9409502
1,0,0301,2,2019,60.1603390,24.9378823
1,0,0301,1,2019,60.1603821,24.9547263
1,0,0301,5,2019,60.1606089,24.9466883
1,0,0301,1,2019,60.1606415,24.9422491
1,0,0301,2,2019,60.1606558,24.9416364
1,0,0301,3,2019,60.1607892,24.8599809
1,0,0301,5,2019,60.1608674,24.9466566
1,0,0301,11,2019,60.1610894,24.9361249
1,0,0301,1,2019,60.1611201,24.9449485
1,0,0301,4,2019,60.1611217,24.9449924
1,0,0301,1,2019,60.1612233,24.9404209
1,0,0301,1,2019,60.1614841,24.9391636
1,0,0301,1,2019,60.1614871,24.9250402
1,0,0301,1,2019,60.1615151,24.8626082
1,0,0301,4,2019,60.1616419,24.9396540
1,0,0301,5,2019,60.1617712,24.9465585
1,0,0301,12,2019,60.1619641,24.9466556
1,0,0301,4,2019,60.1619924,24.9367476
1,0,0301,12,2019,60.1621368,24.9402599
1,0,0301,14,2019,60.1624202,24.9464783
1,0,0301,1,2019,60.1624662,24.9450509
1,0,0301,2,2019,60.1626157,24.9422051
1,0,0301,3,2019,60.1627582,24.9467050
1,0,0301,7,2019,60.1627881,24.9353421
1,0,0301,4,2019,60.1628360,24.9350820
1,0,0301,1,2019,60.1628383,24.9394086
1,0,0301,28,2019,60.1628933,24.9426808
1,0,0301,3,2019,60.1629322,24.9354623
1,0,0301,7,2019,60.1630055,24.9391690
1,0,0301,1,2019,60.1630184,24.9292845
1,0,0301,4,2019,60.1630790,24.9466614
1,0,0301,3,2019,60.1630934,24.9494161
1,0,0301,4,2019,60.1631292,24.9438592
1,0,0301,3,2019,60.1631932,24.9278216
1,0,0301,4,2019,60.1636441,24.9453173
1,0,0301,1,2019,60.1637108,24.9245374
1,0,0301,1,2019,60.1637552,24.9390049
1,0,0301,1,2019,60.1638148,24.9314750
1,0,0301,4,2019,60.1638507,24.9392559
1,0,0301,2,2019,60.1639232,24.9361833
1,0,0301,13,2019,60.1639757,24.9401281
1,0,0301,1,2019,60.1640037,24.9356767
1,0,0301,5,2019,60.1640283,24.9320648
1,0,0301,1,2019,60.1640942,24.9270208
1,0,0301,9,2019,60.1641007,24.9409617
1,0,0301,2,2019,60.1641014,24.9447954
1,0,0301,1,2019,60.1641807,24.9330806
1,0,0301,1,2019,60.1641943,24.9270442
1,0,0301,2,2019,60.1642200,24.9375852
1,0,0301,1,2019,60.1642491,24.9447096
1,0,0301,4,2019,60.1643057,24.9448610
1,0,0301,1,2019,60.1643754,24.9277705
1,0,0301,5,2019,60.1645018,24.9400184
1,0,0301,2,2019,60.1645237,24.9386025
1,0,0301,1,2019,60.1645450,24.9371824
1,0,0301,1,2019,60.1645912,24.9471486
1,0,0301,11,2019,60.1646053,24.9403127
1,0,0301,1,2019,60.1646125,24.9326533
1,0,0301,11,2019,60.1646136,24.9489316
1,0,0301,6,2019,60.1646482,24.9339688
1,0,0301,1,2019,60.1647297,24.9473361
1,0,0301,3,2019,60.1647794,24.9329896
1,0,0301,2,2019,60.1648149,24.9400372
1,0,0301,2,2019,60.1648324,24.9344564
1,0,0301,3,2019,60.1648943,24.9394693
1,0,0301,2,2019,60.1648976,24.9445723
1,0,0301,1,2019,60.1649072,24.9509881
1,0,0301,2,2019,60.1649186,24.9314083
1,0,0301,4,2019,60.1649954,24.9321182
1,0,0301,3,2019,60.1650069,24.9349736
1,0,0301,3,2019,60.1650269,24.9419397
1,0,0301,2,2019,60.1650436,24.9357810
1,0,0301,2,2019,60.1650601,24.9683899
1,0,0301,3,2019,60.1650979,24.9324138
